header,review_text
"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?"," When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?A . Dedicated HostsB . Reserved InstancesC . On-Demand InstancesD . No Upfront Reserved Instances View Answer Answer: A Explanation: Use Dedicated Hosts to launch Amazon EC2...Continue reading "
"Which AWS service should be used for long-term, low-cost storage of data backups?"," Which AWS service should be used for long-term, low-cost storage of data backups?A . Amazon RDSB . Amazon GlacierC . AWS SnowballD . AWS EBS View Answer Answer: B Explanation: Amazon S3 Glacier is a secure, durable, and low-cost storage class of S3 for data archiving and long-term backup. Customers can store large or...Continue reading "
Which is the MINIMUM AWS Support plan that provides technical support through phone calls?, Which is the MINIMUM AWS Support plan that provides technical support through phone calls?A . EnterpriseB . BusinessC . DeveloperD . Basic View Answer Answer: B... 
Which Amazon EC2 instance pricing model can provide discounts of up to 90%?, Which Amazon EC2 instance pricing model can provide discounts of up to 90%?A . Reserved InstancesB . On-DemandC . Dedicated HostsD . Spot Instances View Answer Answer: D... 
Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Select TWO.)," Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Select TWO.)A . appGatewayB . Amazon S3C . Amazon Elastic File System (EFS)D . Amazon GlacierE . Amazom CloudFront View Answer Answer: B,E Explanation: https: //aws.amazon.com/pt/blogs/networking-and-content-delivery/amazon-s3-amazon-cloudfront-a-match-made-in-the-cloud/... "
What can AWS edge locations be used for? (Select TWO.)," What can AWS edge locations be used for? (Select TWO.)A . Hosting applicationsB . Delivering content closer to usersC . Running NoSQL database caching servicesD . Reducing traffic on the server by caching responsesE . Sending notification messages to end users View Answer Answer: B,D Explanation: CloudFront delivers your content through a worldwide network...Continue reading "
When AWS tool or service provides detailed reports on estimated cost savings after migration?, A company is planning to migrate from on-premises to the AWS Cloud. When AWS tool or service provides detailed reports on estimated cost savings after migration?A . AWS Total Cost of Ownership (TCO) CalculatorB . Cost ExplorerC . AWS BudgetsD . AWS Migration Hub View Answer Answer: C... 
Which AWS service provides a customized view of the health of specific AWS services that power a customer’s workloads running on AWS?, Which AWS service provides a customized view of the health of specific AWS services that power a customer’s workloads running on AWS?A . AWS Service Health DashboardB . AWS X-RayC . AWS Personal Health DashboardD . Amazon CloudWatch View Answer Answer: C... 
One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:, One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:A . it allows the business to eliminate IT bills.B . it allows the business to put a server in each customer’s data center.C . it allows the business to focus on business activities.D . it allows the...Continue reading 
How can an AWS user with an AWS Basic Support plan obtain technical assistance from AWS?, How can an AWS user with an AWS Basic Support plan obtain technical assistance from AWS?A . AWS Senior Support EngineersB . AWS Technical Account ManagersC . AWS Trusted AdvisorD . AWS Discussion Forums View Answer Answer: C... 
How can a user protect against AWS service disruptions if a natural disaster affects an entire geographic area?, How can a user protect against AWS service disruptions if a natural disaster affects an entire geographic area?A . Deploy applications across multiple Availability Zones within an AWS RegionB . Use a hybrid cloud computing deployment model within the geographic areaC . Deploy applications across multiple AWS RegionsD . Store application artifacts using AWS...Continue reading 
Which activity is a customer responsibility in the AWS Cloud according to the AWS shared responsibility model?, Which activity is a customer responsibility in the AWS Cloud according to the AWS shared responsibility model?A . Ensuring network connectivity from AWS to the internetB . Patching and fixing flaws within the AWS Cloud infrastructureC . Ensuring the physical security of cloud data centersD . Ensuring Amazon EBS volumes are backed up View...Continue reading 
In which scenario should Amazon EC2 Spot Instances be used?, In which scenario should Amazon EC2 Spot Instances be used?A . A company wants to move its main website to AWS from an on-premises web server.B . A company has a number of application services whose Service Level Agreement (SLA) requires 99.999% uptime.C . A company’s heavily used legacy database is currently running on-premises.D...Continue reading 
Which of the following factors could influence the customer’s decision?, A customer is deploying a new application and needs to choose an AWS Region. Which of the following factors could influence the customer’s decision? (Select TWO.)A . Reduced latency to usersB . The application’s presentation in the local languageC . Data sovereignty complianceD . Cooling costs in hotter climatesE . Proximity to the customer’s...Continue reading 
Which AWS service provides alerts when an AWS event may impact a company’s AWS resources?, Which AWS service provides alerts when an AWS event may impact a company’s AWS resources?A . AWS Personal Health DashboardB . AWS Service Health DashboardC . AWS Trusted AdvisorD . AWS Infrastructure Event Management View Answer Answer: A Explanation: AWS Personal Health Dashboard provides alerts and remediation guidance when AWS is experiencing events that...Continue reading 
Which disaster recovery scenario offers the lowest probability of down time?," Which disaster recovery scenario offers the lowest probability of down time?A . Backup and restoreB . Pilot lightC . Warm standbyD . Multi-site active-active View Answer Answer: D Explanation: Backup and Restore: a simple, straightforward, cost-effective method that backs up and restores data as needed. Keep in mind that because none of your data...Continue reading "
Which of the following is a component of the shared responsibility model managed entirely by AWS?," Which of the following is a component of the shared responsibility model managed entirely by AWS?A . Patching operating system softwareB . Encrypting dataC . Enforcing multi-factor authenticationD . Auditing physical data center assets View Answer Answer: D Explanation: Of course, Amazon is responsible for auditing physical data center assets and resources since it...Continue reading "
Which service’s PRIMARY purpose is software version control?, Which service’s PRIMARY purpose is software version control?A . Amazon CodeStarB . AWS Command Line Interface (AWS CLI)C . Amazon CognitoD . AWS CodeCommit View Answer Answer: D... 
How can a customer increase security to AWS account logons? (Select TWO)," How can a customer increase security to AWS account logons? (Select TWO)A . Configure AWS Certificate ManagerB . Enable Multi-Factor Authentication (MFA)C . Use Amazon Cognito to manage accessD . Configure a strong password policyE . Enable AWS Organizations View Answer Answer: B,D... "
Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?, Which of the following components of the AWS Global Infrastructure consists of one or more discrete data centers interconnected through low latency links?A . Availability ZoneB . Edge locationC . RegionD . Private networking View Answer Answer: A... 
One benefit of On-Demand Amazon Elastic Compute Cloud (Amazon EC2) pricing is:, One benefit of On-Demand Amazon Elastic Compute Cloud (Amazon EC2) pricing is:A . the ability to bid for a lower hourly cost.B . paying a daily rate regardless of time used.C . paying only for time used.D . pre-paying for instances and paying a lower hourly rate. View Answer Answer: C Explanation: On-Demand Capacity...Continue reading 
What can assist in evaluating an application for migration to the cloud? (Select TWO)," What can assist in evaluating an application for migration to the cloud? (Select TWO)A . AWS Trusted AdvisorB . AWS Professional ServicesC . AWS Systems ManagerD . AWS Partner Network (APN)E . AWS Secrets Manager View Answer Answer: B,D... "
A characteristic of edge locations is that they:, A characteristic of edge locations is that they:A . host Amazon EC2 instances closer to users.B . help lower latency and improve performance for users.C . cache frequently changing data without reaching the origin server.D . refresh data changes daily. View Answer Answer: C Explanation: https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/Introduction.html... 
Which of the following are valid ways for a customer to interact with AWS services? (Select TWO.)," Which of the following are valid ways for a customer to interact with AWS services? (Select TWO.)A . Command line interfaceB . On-premisesC . Software Development KitsD . Software-as-a-serviceE . Hybrid View Answer Answer: A,C... "
What is a value proposition of the AWS Cloud?, What is a value proposition of the AWS Cloud?A . AWS is responsible for security in the AWS CloudB . No long-term contract is requiredC . Provision new servers in daysD . AWS manages user applications in the AWS Cloud View Answer Answer: A... 
Which pricing construct would provide the MOST cost-effective solution?, A company is migrating an application that is running non-interruptible workloads for a three-year time frame. Which pricing construct would provide the MOST cost-effective solution?A . Amazon EC2 Spot InstancesB . Amazon EC2 Dedicated InstancesC . Amazon EC2 On-Demand InstancesD . Amazon EC2 Reserved Instances View Answer Answer: D... 
"Which AWS service is used to track record, and audit configuration changes made to AWS resources?"," Which AWS service is used to track record, and audit configuration changes made to AWS resources?A . AWS ShieldB . AWS ConfigC . AWS IAMD . Amazon Inspector View Answer Answer: B... "
Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?, Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?A . Fault toleranceB . Global reachC . Pay-as-you-go pricingD . High availability View Answer Answer: B Explanation: https: //aws.amazon.com/blogs/startups/expanding-kloudlesss-global-reach-by-bridging-regions/... 
How can one AWS account use Reserved Instances from another AWS account?, How can one AWS account use Reserved Instances from another AWS account?A . By using Amazon EC2 Dedicated InstancesB . By using AWS Organizations consolidated billingC . By using the AWS Cost Explorer toolD . By using AWS Budgets View Answer Answer: B... 
What are the benefits of developing and running a new application in the AWS Cloud compared to on-premises? (Select TWO), What are the benefits of developing and running a new application in the AWS Cloud compared to on-premises? (Select TWO)A . AWS automatically distributes the data globally for higher durabilityB . AWS will take care of operating the applicationC . AWS makes it easy to architect for high availabilityD . AWS can easily accommodate...Continue reading 
"Which of the following services falls under the responsibility of the customer to maintain operating system configuration, security patching, and networking?"," Which of the following services falls under the responsibility of the customer to maintain operating system configuration, security patching, and networking?A . Amazon RDSB . Amazon EC2C . Amazon ElastiCacheD . AWS Fargate View Answer Answer: B Explanation: The customer is responsible for managing, support, patching and control of the guest operating system and...Continue reading "
AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Select TWO.)," AWS supports which of the following methods to add security to Identity and Access Management (IAM) users? (Select TWO.)A . Implementing Amazon RekognitionB . Using AWS Shield-protected resourcesC . Blocking access with Security GroupsD . Using Multi-Factor Authentication (MFA)E . Enforcing password strength and expiration View Answer Answer: D,E... "
Which service provides a hybrid storage service that enables on-premises applications to seamlessly use cloud storage?, Which service provides a hybrid storage service that enables on-premises applications to seamlessly use cloud storage?A . Amazon GlacierB . AWS SnowballC . AWS Storage GatewayD . Amazon Elastic Block Storage (Amazon EBS) View Answer Answer: C Explanation: AWS Storage Gateway is a hybrid cloud storage service that gives you on-premises access to virtually...Continue reading 
"Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?"," Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?A . AWS MarketplaceB . Amazon LumberyardC . AWS ArtifactD . Amazon CloudSearch View Answer Answer: A Explanation: AWS Marketplace is a digital catalog with thousands of software listings from independent...Continue reading "
Which of the following is a component of the AWS Global Infrastructure?, Which of the following is a component of the AWS Global Infrastructure?A . Amazon AlexaB . AWS RegionsC . Amazon LightsailD . AWS Organizations View Answer Answer: B... 
Which Amazon EC2 pricing model adjusts based on supply and demand of EC2 instances?," Which Amazon EC2 pricing model adjusts based on supply and demand of EC2 instances?A . On-Demand InstancesB . Reserved InstancesC . Spot InstancesD . Convertible Reserved Instances View Answer Answer: C Explanation: In the new model, the Spot prices are more predictable, updated less frequently, and are determined by supply and demand for Amazon...Continue reading "
What combination of actions will enable the company to accomplish this goals?, A company wants to migrate its applications to a VPC on AWS These applications will need to access on-premises resources. What combination of actions will enable the company to accomplish this goals? (Select TWO)A . Use the AWS Service Catalog to identify a list of on-premises resources that can be migratedB . Build a...Continue reading 
What is the SIMPLEST way to do this?, A Cloud Practitioner must determine if any security groups in an AW account have been provisioned to allow unrestricted access for specific ports What is the SIMPLEST way to do this?A . Review the inbound rules for each security group in the Amazon EC2 management console to check for port 0.0.0.0/0.B . Run AWS...Continue reading 
Which of the following security-related services does AWS offer? (Select TWO.)," Which of the following security-related services does AWS offer? (Select TWO.)A . Multi-factor authentication physical tokensB . AWS Trusted Advisor security checksC . Data encryptionD . Automated penetration testingE . Amazon S3 copyrighted content detection View Answer Answer: B,C... "
Which of the following services have Distributed Denial of Service (DDoS) mitigation features? (Select TWO)," Which of the following services have Distributed Denial of Service (DDoS) mitigation features? (Select TWO)A . AWSWAFB . Amazon DynamoDBC . Amazon EC2D . Amazon CloudFrontE . Amazon Inspector View Answer Answer: A,D... "
Which of the following AWS features enables a user to launch a pre-configured Amazon Elastic Compute Cloud (Amazon EC2) instance?," Which of the following AWS features enables a user to launch a pre-configured Amazon Elastic Compute Cloud (Amazon EC2) instance?A . Amazon Elastic Block Store (Amazon EBS)B . Amazon Machine ImageC . Amazon EC2 Systems ManagerD . Amazon AppStream 2.0 View Answer Answer: B Explanation: To use Amazon EC2, you simply:... "
"A solution that is able to support growth in users, traffic, or data size with no drop in performance aligns with which cloud architecture principle?"," A solution that is able to support growth in users, traffic, or data size with no drop in performance aligns with which cloud architecture principle?A . Think parallelB . Implement elasticityC . Decouple your componentsD . Design for failure View Answer Answer: B... "
Which AWS Cloud benefit eliminates the need for users to try estimating future infrastructure usage?, Which AWS Cloud benefit eliminates the need for users to try estimating future infrastructure usage?A . Easy and fast deployment of applications in multiple Regions around the worldB . Security of the AWS CloudC . Elasticity of the AWS CloudD . Lower variable costs due to massive economies of scale View Answer Answer: C... 
What can users access from AWS Artifact?, What can users access from AWS Artifact?A . AWS security and compliance documentsB . A download of configuration management details for all AWS resourcesC . Training materials for AWS servicesD . A security assessment of the applications deployed in the AWS Cloud View Answer Answer: A... 
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D... "
Which AWS service would a customer use with a static website to achieve tower latency and high transfer speeds?, Which AWS service would a customer use with a static website to achieve tower latency and high transfer speeds?A . AWS LambdaB . Amazon DynamoDB AcceleratorC . Amazon Route 53D . Amazon CloudFront View Answer Answer: D... 
How do Amazon EC2 Auto Scaling groups help achieve high availability for a web application?, How do Amazon EC2 Auto Scaling groups help achieve high availability for a web application?A . They automatically add more instances across multiple AWS Regions based on global demand of the applicationB . They automatically add or replace instances across multiple Availability Zones when the application needs itC . They enable the application’s stalk:...Continue reading 
Which of the following can limit Amazon Simple Storage Service (Amazon S3) bucket access to specific users?, Which of the following can limit Amazon Simple Storage Service (Amazon S3) bucket access to specific users?A . A public and private key-pairB . Amazon InspectorC . AWS Identity and Access Management (IAM) policiesD . Security Groups View Answer Answer: C Explanation: To allow users to perform S3 actions on the bucket from the...Continue reading 
How should a customer forecast the future costs for running a new web application?, How should a customer forecast the future costs for running a new web application?A . Amazon Aurora BacktrackB . Amazon CloudWatch Billing AlarmsC . AWS Simple Monthly CalculatorD . AWS Cost and Usage report View Answer Answer: C Explanation: https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ce-forecast.html... 
"Where are AWS compliance documents, such as an SOC 1 report, located?"," Where are AWS compliance documents, such as an SOC 1 report, located?A . Amazon InspectorB . AWS CloudTrailC . AWS ArtifactD . AWS Certificate Manager View Answer Answer: C... "
Which of the following tasks is the responsibility of AWS?," Which of the following tasks is the responsibility of AWS?A . Encrypting client-side dataB . Configuring AWS Identity and Access Management (IAM) rolesC . Securing the Amazon EC2 hypervisorD . Setting user password policies View Answer Answer: C Explanation: In EC2, the AWS IaaS offering, everything from the hypervisor layer down is AWS’s responsibility....Continue reading "
Under the shared responsibility model which of the following areas are the customer’s responsibility? (Select TWO)," Under the shared responsibility model which of the following areas are the customer’s responsibility? (Select TWO)A . Firmware upgrades of network infrastructureB . Patching of operating systemsC . Patching of the underlying hypervisorD . Physical security of data centersE . Configuration of the security group View Answer Answer: B,C... "
Which of the following AWS solutions would meet the company’s needs?, A company is looking for a scalable data warehouse solution. Which of the following AWS solutions would meet the company’s needs?A . Amazon Simple Storage Service (Amazon S3)B . Amazon DynamoDBC . Amazon KinesisD . Amazon Redshift View Answer Answer: D... 
Which service should the company use?, A company is considering using AWS for a self-hosted database that requires a nightly shutdown for maintenance and cost-saving purposes. Which service should the company use?A . Amazon RedshiftB . Amazon DynamoDBC . Amazon Elastic Compute Cloud (Amazon EC2) with Amazon EC2 instance storeD . Amazon EC2 with Amazon Elastic Block Store (Amazon EBS)...Continue reading 
Much AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Select TWO)," Much AWS services provide a way to extend an on-premises architecture to the AWS Cloud? (Select TWO)A . Amazon EBSB . AWS Direct ConnectC . Amazon CloudFrontD . AWS Storage GatewayE . Amazon Connect View Answer Answer: B,D... "
What are the advantages of the AWS Cloud (Select TWO)," What are the advantages of the AWS Cloud (Select TWO)A . Fixed rate monthly costB . No need to guess capacity requirementsC . Increased speed to marketD . Increased upfront capital expenditureE . Physical access to cloud data centers View Answer Answer: B,D... "
How can the AWS Cloud increase user workforce productivity after migration from an on-premises data center?, How can the AWS Cloud increase user workforce productivity after migration from an on-premises data center?A . Users do not have to wait for infrastructure provisioningB . The AWS Cloud infrastructure is much faster than an on-premises data center infrastructureC . AWS takes over application configuration management on behalf of usersD . Users do...Continue reading 
Which of the following services could be used to deploy an application to servers running on-premises? (Select TWO.)," Which of the following services could be used to deploy an application to servers running on-premises? (Select TWO.)A . AWS Elastic BeanstalkB . AWS OpsWorksC . AWS CodeDeployD . AWS BatchE . AWS X-Ray View Answer Answer: B,C... "
What is an example of agility in the AWS Cloud?, What is an example of agility in the AWS Cloud?A . Access to multiple instance typesB . Access to managed servicesC . Using Consolidated Billing to produce one billD . Decreased acquisition time for new compute resources View Answer Answer: D... 
Which AWS security service protects applications from distributed denial of service attacks with always-on detection and automatic inline mitigations?, Which AWS security service protects applications from distributed denial of service attacks with always-on detection and automatic inline mitigations?A . Amazon InspectorB . AWS Web Application Firewall (AWS WAF)C . Elastic Load Balancing (ELB)D . AWS Shield View Answer Answer: B... 
What term would describe this model?, Web servers running on Amazon EC2 access a legacy application running in a corporate data center. What term would describe this model?A . Cloud-nativeB . Partner networkC . Hybrid architectureD . Infrastructure as a service View Answer Answer: C Explanation: Reference: https://aws.amazon.com/enterprise/hybrid/... 
Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?, Which of the following Amazon EC2 pricing models allow customers to use existing server-bound software licenses?A . Spot InstancesB . Reserved InstancesC . Dedicated HostsD . On-Demand Instances View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/... 
Which of the following security-related services does AWS offer? (Choose two.), Which of the following security-related services does AWS offer? (Choose two.)A . Multi-factor authentication physical tokensB . AWS Trusted Advisor security checksC . Data encryptionD . Automated penetration testingE . Amazon S3 copyrighted content detection View Answer Answer: BC Explanation: Reference: https://aws.amazon.com/security/... 
Which AWS IAM feature allows developers to access AWS services through the AWS CLI?, Which AWS IAM feature allows developers to access AWS services through the AWS CLI?A . API keysB . Access keysC . User names/PasswordsD . SSH keys View Answer Answer: B Explanation: Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html... 
Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.), Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.)A . High availabilityB . Shared security modelC . ElasticityD . Pay-as-you-go pricingE . Reliability View Answer Answer: CD... 
Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?, Which AWS service allows companies to connect an Amazon VPC to an on-premises data center?A . AWS VPNB . Amazon RedshiftC . API GatewayD . Amazon Connect View Answer Answer: D Explanation: AWS Direct Connect enables you to securely connect your AWS environment to your on-premises data center or office location over a standard...Continue reading 
What is the AWS customer responsible for according to the AWS shared responsibility model?, What is the AWS customer responsible for according to the AWS shared responsibility model?A . Physical access controlsB . Data encryptionC . Secure disposal of storage devicesD . Environmental risk management View Answer Answer: B... 
Which is a recommended pattern for designing a highly available architecture on AWS?, Which is a recommended pattern for designing a highly available architecture on AWS?A . Ensure that components have low-latency network connectivity.B . Run enough Amazon EC2 instances to operate at peak load.C . Ensure that the application is designed to accommodate failure of any single component.D . Use a monolithic application that handles all...Continue reading 
"Compared with costs in traditional and virtualized data centers, AWS has:"," Compared with costs in traditional and virtualized data centers, AWS has:A . greater variable costs and greater upfront costs.B . fixed usage costs and lower upfront costs.C . lower variable costs and greater upfront costs.D . lower variable costs and lower upfront costs. View Answer Answer: D Explanation: Reference: https://d1.awsstatic.com/whitepapers/introduction-to-aws-cloud-economics-final.pdf (10)... "
"According to best practices, how should an application be designed to run in the AWS Cloud?"," According to best practices, how should an application be designed to run in the AWS Cloud?A . Use tightly coupled components.B . Use loosely coupled components.C . Use infrequently coupled components.D . Use frequently coupled components. View Answer Answer: B Explanation: Reference: https://d1.awsstatic.com/whitepapers/AWS_Cloud_Best_Practices.pdf... "
Which of the following factors could influence the customer’s decision?, A customer is deploying a new application and needs to choose an AWS Region. Which of the following factors could influence the customer’s decision? (Choose two.)A . Reduced latency to usersB . The application’s presentation in the local languageC . Data sovereignty complianceD . Cooling costs in hotter climatesE . Proximity to the customer’s...Continue reading 
Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?, Which of the Reserved Instance (RI) pricing models can change the attributes of the RI as long as the exchange results in the creation of RIs of equal or greater value?A . Dedicated RIsB . Scheduled RIsC . Convertible RIsD . Standard RIs View Answer Answer: C Explanation: Reference: https://aws.amazon.com/ec2/pricing/reserved-instances/... 
Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.), Which of the following AWS services can be used to serve large amounts of online video content with the lowest possible latency? (Choose two.)A . AWS Storage GatewayB . Amazon S3C . Amazon Elastic File System (EFS)D . Amazon GlacierE . Amazom CloudFront View Answer Answer: BE Explanation: Reference: https://aws.amazon.com/getting-started/tutorials/deliver-content-faster/https://aws.amazon.com/cloudfront/... 
"When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?"," When performing a cost analysis that supports physical isolation of a customer workload, which compute hosting model should be accounted for in the Total Cost of Ownership (TCO)?A . Dedicated HostsB . Reserved InstancesC . On-Demand InstancesD . No Upfront Reserved Instances View Answer Answer: A Explanation: Use Dedicated Hosts to launch Amazon EC2...Continue reading "
"Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)"," Under the AWS shared responsibility model, which of the following activities are the customer’s responsibility? (Choose two.)A . Patching operating system components for Amazon Relational Database Server (Amazon RDS)B . Encrypting data on the client-sideC . Training the data center staffD . Configuring Network Access Control Lists (ACL)E . Maintaining environmental controls within a...Continue reading "
Which AWS managed service is used to host databases?," Which AWS managed service is used to host databases?A . AWS BatchB . AWS ArtifactC . AWS Data PipelineD . Amazon RDS View Answer Answer: D Explanation: Explanation Amazon Relational Database Service (Amazon RDS) makes it easy to set up, operate, and scale a relational database in the cloud. It provides cost-efficient and resizable...Continue reading "
For which auditing process does AWS have sole responsibility?, For which auditing process does AWS have sole responsibility?A . AWS IAM policiesB . Physical securityC . Amazon S3 bucket policiesD . AWS CloudTrail Logs View Answer Answer: B... 
How many Availability Zones should compute resources be provisioned across to achieve high availability?, How many Availability Zones should compute resources be provisioned across to achieve high availability?A . A minimum of oneB . A minimum of twoC . A minimum of threeD . A minimum of four or more View Answer Answer: B... 
"What is the benefit of using AWS managed services, such as Amazon ElastiCache and Amazon Relational Database Service (Amazon RDS)?"," What is the benefit of using AWS managed services, such as Amazon ElastiCache and Amazon Relational Database Service (Amazon RDS)?A . They require the customer to monitor and replace failing instances.B . They have better performance than customer-managed services.C . They simplify patching and updating underlying OSs.D . They do not require the customer...Continue reading "
Which of the following Identity and Access Management (IAM) entities is associated with an access key ID and secret access key when using AWS Command Line Interface (AWS CLI)?, Which of the following Identity and Access Management (IAM) entities is associated with an access key ID and secret access key when using AWS Command Line Interface (AWS CLI)?A . IAM groupB . IAM userC . IAM roleD . IAM policy View Answer Answer: B Explanation: Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html... 
Which service should a customer use to consolidate and centrally manage multiple AWS accounts?, Which service should a customer use to consolidate and centrally manage multiple AWS accounts?A . AWS IAMB . AWS OrganizationsC . AWS Schema Conversion ToolD . AWS Config View Answer Answer: B Explanation: Reference: https://aws.amazon.com/organizations/... 
What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?, What AWS team assists customers with accelerating cloud adoption through paid engagements in any of several specialty practice areas?A . AWS Enterprise SupportB . AWS Solutions ArchitectsC . AWS Professional ServicesD . AWS Account Managers View Answer Answer: C Explanation: Reference: https://aws.amazon.com/professional-services/... 
"Under the shared responsibility model, which of the following is the customer responsible for?"," Under the shared responsibility model, which of the following is the customer responsible for?A . Ensuring that disk drives are wiped after use.B . Ensuring that firmware is updated on hardware devices.C . Ensuring that data is encrypted at rest.D . Ensuring that network cables are category six or higher. View Answer Answer: C...Continue reading "
"When architecting cloud applications, which of the following are a key design principle?"," When architecting cloud applications, which of the following are a key design principle?A . Use the largest instance possibleB . Provision capacity for peak loadC . Use the Scrum development processD . Implement elasticity View Answer Answer: D Explanation: Cloud services main proposition is to provide elasticity through horizontal scaling. It’s already there. As...Continue reading "
Which AWS services should be used for read/write of constantly changing data? (Choose two.), Which AWS services should be used for read/write of constantly changing data? (Choose two.)A . Amazon GlacierB . Amazon RDSC . AWS SnowballD . Amazon RedshiftE . Amazon EFS View Answer Answer: BE... 
One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:, One of the advantages to moving infrastructure from an on-premises data center to the AWS Cloud is:A . it allows the business to eliminate IT bills.B . it allows the business to put a server in each customer’s data center.C . it allows the business to focus on business activities.D . it allows the...Continue reading 
What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?, What is one of the advantages of the Amazon Relational Database Service (Amazon RDS)?A . It simplifies relational database administration tasks.B . It provides 99.99999999999% reliability and durability.C . It automatically scales databases for loads.D . It enabled users to dynamically adjust CPU and RAM resources. View Answer Answer: A... 
Which of the following services will automatically scale with an expected increase in web traffic?, Which of the following services will automatically scale with an expected increase in web traffic?A . AWS CodePipelineB . Elastic Load BalancingC . Amazon EBSD . AWS Direct Connect View Answer Answer: B Explanation: Reference: https://aws.amazon.com/elasticloadbalancing/... 
Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?, Which feature of the AWS Cloud will support an international company’s requirement for low latency to all of its customers?A . Fault toleranceB . Global reachC . Pay-as-you-go pricingD . High availability View Answer Answer: B... 
"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?"," What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?A . Amazon S3B . Amazon GlacierC . Amazon EBSD . Amazon EC2 Instance Store View Answer Answer: A... "
Which service would meet that need by enabling serverless architectures?, A company wants to reduce the physical compute footprint that developers use to run code. Which service would meet that need by enabling serverless architectures?A . Amazon Elastic Compute Cloud (Amazon EC2)B . AWS LambdaC . Amazon DynamoDBD . AWS CodeCommit View Answer Answer: B Explanation: AWS Lambda is an integral part of coding...Continue reading 
Which of the following AWS Cloud services can be used to run a customer-managed relational database?, Which of the following AWS Cloud services can be used to run a customer-managed relational database?A . Amazon EC2B . Amazon Route 53C . Amazon ElastiCacheD . Amazon DynamoDB View Answer Answer: A... 
Which AWS tools assist with estimating costs? (Choose three.), Which AWS tools assist with estimating costs? (Choose three.)A . Detailed billing reportB . Cost allocation tagsC . AWS Simple Monthly CalculatorD . AWS Total Cost of Ownership (TCO) CalculatorE . Cost Estimator View Answer Answer: BCD... 
Which of the following are valid ways for a customer to interact with AWS services? (Choose two.), Which of the following are valid ways for a customer to interact with AWS services? (Choose two.)A . Command line interfaceB . On-premisesC . Software Development KitsD . Software-as-a-serviceE . Hybrid View Answer Answer: AC... 
Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?, Which of the following inspects AWS environments to find opportunities that can save money for users and also improve system performance?A . AWS Cost ExplorerB . AWS Trusted AdvisorC . Consolidated billingD . Detailed billing View Answer Answer: B... 
What approach to transcoding a large number of individual video files adheres to AWS architecture principles?, What approach to transcoding a large number of individual video files adheres to AWS architecture principles?A . Using many instances in parallelB . Using a single large instance during off-peak hoursC . Using dedicated hardwareD . Using a large GPU instance type View Answer Answer: A Explanation: Reference: https://aws.amazon.com/solutions/case-studies/encoding/... 
